Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
1075,Charles Eldred,Charles Eldred,CHARLESELDRED,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1076,Dan-O Contracting Ltd.,Dan-O Contracti,DANOCONTRACTI,BC,DAN-O CONTRACTING LTD.,BC-0388832,1990-06-11 0:00,Active,1.0000,06/11/90,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1077,Darcy Garfield Ian O'Dine,Darcy Garfield ,DARCYGARFIELD,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1078,Dennis Redlick,Dennis Redlick,DENNISREDLICK,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1079,FACKS Contracting,FACKS Contracti,FACKSCONTRACTI,BC,FACKS CONTRACTING,BC-FM0773287,2019-04-04 0:00,Active,1.0000,04/04/19,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1080,Freya Logging Inc.,Freya Logging I,FREYALOGGINGI,BC,,,,,0.0000,,Harvester company,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1081,G & S Logging Ltd.,G & S Logging L,GSLOGGINGL,BC,C.G.S. LOGGING LTD.,BC-0971047,2013-05-28 0:00,Active,0.9571,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1082,Hekla Contracting Limited,Hekla Contracti,HEKLACONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1083,J M G Logging Co Ltd.,J M G Logging C,JMGLOGGINGC,BC,J.G.M. LOGGING LTD.,BC-0509949,1995-12-13 0:00,Active,0.9556,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1084,J. LG Contracting Inc.,J. LG Contracti,JLGCONTRACTI,BC,J. LG CONTRACTING INC.,BC-0815005,2008-01-29 0:00,Active,1.0000,01/29/08,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1085,Jatco Timber Ltd.,Jatco Timber Lt,JATCOTIMBERLT,BC,JATCO TIMBER LTD.,BC-0710022,2004-12-01 0:00,Active,1.0000,12/01/04,Harvester company,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1086,Jeffrey Allan Rankin,Jeffrey Allan R,JEFFREYALLANR,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1087,John Drift,John Drift,JOHNDRIFT,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1088,K & B Contracting Ltd.,K & B Contracti,KBCONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,14,,
1089,K & D Contracting Ltd.,K & D Contracti,KDCONTRACTI,BC,K.E.D. CONTRACTING LTD.,BC-0612310,2000-08-16 0:00,Active,0.9467,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,14,,
1090,K & D Logging Ltd.,K & D Logging L,KDLOGGINGL,BC,D. K. LOGGING LTD.,BC-0503235,1995-08-28 0:00,Active,1.0000,01/01/14,Harvester company,,,,,,,,SAFE,BASE,>20 employees,Top logger,"450,000 cubic metres",,"Fort St James, Leo Creek",Ken Rasmussen and Lori Hoy,Softwood/Tree and long-log length,0,,,,,,,14,,
1091,K & G Contracting Ltd.,K & G Contracti,KGCONTRACTI,BC,K. G. G. CONTRACTING,BC-FM0390561,2005-02-16 0:00,Active,0.8606,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1092,K Mac Contracting Ltd.,K Mac Contracti,KMACCONTRACTI,BC,K-MAC CONTRACTING LTD.,BC-0773728,2006-11-03 0:00,Active,1.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,14,,
1093,K T R Contracting Ltd.,K T R Contracti,KTRCONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1094,Ki Wi Logging Inc.,Ki Wi Logging I,KIWILOGGINGI,BC,KI WI LOGGING INC.,BC-0447642,1993-05-26 0:00,Active,1.0000,05/26/93,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,14,,
1095,Krest Log (2018) Ltd.,Krest Log (2018,KRESTLOG2018,BC,KREST LOG (2018) LTD.,BC-1188020,2018-11-26 0:00,Active,1.0000,11/26/18,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1096,Kropp Logging Ltd.,Kropp Logging L,KROPPLOGGINGL,BC,KROPP LOGGING LTD.,BC-0628871,2001-06-06 0:00,Active,1.0000,06/06/01,Harvester company,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1097,Lexra Contracting Ltd.,Lexra Contracti,LEXRACONTRACTI,BC,LEXRA CONTRACTING LTD.,BC-0943679,2012-06-20 0:00,Active,1.0000,06/20/12,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,14,,
1098,Longs Logging Inc.,Longs Logging I,LONGSLOGGINGI,BC,LONG'S LOGGING INC.,BC-0593328,1999-09-30 0:00,Active,0.9852,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1099,M & H Logging Ltd.,M & H Logging L,MHLOGGINGL,BC,M. & H. LOGGING LTD.,BC-0385258,1990-04-05 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1100,Mark Gavin Elder,Mark Gavin Elde,MARKGAVINELDE,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1101,MCMAC Logging Ltd.,MCMAC Logging L,MCMACLOGGINGL,BC,MCMAC LOGGING LTD.,BC-0745007,2006-01-05 0:00,Active,1.0000,01/05/06,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,14,,
1102,Mibar Logging Ltd.,Mibar Logging L,MIBARLOGGINGL,BC,MIBAR LOGGING LTD.,BC-0286938,1985-01-07 0:00,Active,1.0000,01/07/85,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1103,Nessy Contracting Ltd.,Nessy Contracti,NESSYCONTRACTI,BC,NESSY CONTRACTING LTD.,BC-1022182,2014-12-16 0:00,Active,1.0000,12/16/14,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1104,R & B Silviculture Ltd.,R & B Silvicult,RBSILVICULT,BC,R & B SILVICULTURE LTD.,BC-0564413,1998-05-07 0:00,Active,1.0000,05/07/98,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1105,Recon Contracting Limited,Recon Contracti,RECONCONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1106,Riverview Resources Ltd.,Riverview Resou,RIVERVIEWRESOU,BC,RIVERVIEW RESOURCES LTD.,BC-1243506,2020-03-06 0:00,Active,1.0000,03/06/20,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1107,Robert A. Musselman,Robert A. Musse,ROBERTAMUSSE,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1108,Ron Akerley,Ron Akerley,RONAKERLEY,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1109,Sheena Josephine Yanko & Steven Bruce Yanko,Sheena Josephin,SHEENAJOSEPHIN,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1110,Sitka Silviculture Ltd.,Sitka Silvicult,SITKASILVICULT,BC,SITKA SILVICULTURE LTD.,BC-0234546,1981-05-13 0:00,Active,1.0000,05/13/81,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,14,,
1111,Spade Contracting Ltd.,Spade Contracti,SPADECONTRACTI,BC,SPADE CONTRACTING LTD.,BC-1084487,2016-07-28 0:00,Active,1.0000,07/28/16,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,14,,
1112,T & R Contracting Ltd.,T & R Contracti,TRCONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1113,T-van Contracting Ltd.,T-van Contracti,TVANCONTRACTI,BC,T-VAN CONTRACTING LTD.,BC-1111686,2017-03-17 0:00,Active,1.0000,03/17/17,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,14,,
1114,Tella Contracting Ltd.,Tella Contracti,TELLACONTRACTI,BC,TELLA CONTRACTING LTD.,BC-1039844,2015-06-16 0:00,Active,1.0000,06/16/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1115,Titan Timber Inc.,Titan Timber In,TITANTIMBERIN,BC,TITAN TIMBER INC.,BC-1154855,2018-03-01 0:00,Active,1.0000,03/01/18,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,14,,
1116,Tri-X Timber Corporation,Tri-X Timber Co,TRIXTIMBERCO,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1117,Triex Contracting Ltd.,Triex Contracti,TRIEXCONTRACTI,BC,TRIEX CONTRACTING LTD.,BC-0339607,1988-01-26 0:00,Active,1.0000,01/26/88,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1118,Tulee Contracting Ltd.,Tulee Contracti,TULEECONTRACTI,BC,TULEE CONTRACTING LTD.,BC-0939435,2012-05-01 0:00,Active,1.0000,05/01/12,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,14,,
1119,V & H Contracting Ltd.,V & H Contracti,VHCONTRACTI,BC,V & H CONTRACTING LTD.,BC-0073393,1967-03-17 0:00,Active,1.0000,03/17/67,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1120,W & D Contracting Ltd.,W & D Contracti,WDCONTRACTI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,14,,
1121,1041984 BC Ltd.,1041984 BC Ltd.,1041984BCLTD,BC,1041984 B.C. LTD.,BC-1041984,2015-07-07 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1122,A.F. Timber Co Ltd.,A.F. Timber Co ,AFTIMBERCO,BC,A.F. TIMBER CO. LTD.,BC-0606420,2000-05-05 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1123,ACST Logging Ltd.,ACST Logging Lt,ACSTLOGGINGLT,BC,ACST LOGGING LTD.,BC-0928226,2011-12-20 0:00,Active,1.0000,12/20/11,Harvester company,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1124,Bold Timber Inc.,Bold Timber Inc,BOLDTIMBERINC,BC,BOLD TIMBER INC.,BC-1022929,2014-12-23 0:00,Active,1.0000,12/23/14,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1125,Chip Contracting Ltd.,Chip Contractin,CHIPCONTRACTIN,BC,CHIP CONTRACTING LTD.,BC-0951294,2012-09-26 0:00,Active,1.0000,09/26/12,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1126,D.K. Logging Ltd.,D.K. Logging Lt,DKLOGGINGLT,BC,D. K. LOGGING LTD.,BC-0503235,1995-08-28 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1127,Eagle Ridge Consutling Inc.,Eagle Ridge Con,EAGLERIDGECON,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1128,Edge Contracting Ltd.,Edge Contractin,EDGECONTRACTIN,BC,EDGE CONTRACTING,BC-FM0331213,2002-09-24 0:00,Active,0.9800,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1129,Grit Contracting Ltd.,Grit Contractin,GRITCONTRACTIN,BC,GRIT CONTRACTING LTD.,BC-0944254,2012-06-26 0:00,Active,1.0000,06/26/12,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1130,H.D. Logging Ltd.,H.D. Logging Lt,HDLOGGINGLT,BC,H.D. LOGGING LTD.,BC-0529848,1996-10-25 0:00,Active,1.0000,10/25/96,Harvester company,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1131,HJCK Contracting Ltd.,HJCK Contractin,HJCKCONTRACTIN,BC,HJCK CONTRACTING LTD.,BC-0991242,2014-01-16 0:00,Active,1.0000,01/16/14,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1132,Imus Contracting Ltd.,Imus Contractin,IMUSCONTRACTIN,BC,IMUS CONTRACTING LTD.,BC-1215128,2019-07-04 0:00,Active,1.0000,07/04/19,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1133,JGR Contracting Ltd.,JGR Contracting,JGRCONTRACTING,BC,JGR CONTRACTING LTD.,BC-1085691,2016-08-10 0:00,Active,1.0000,08/10/16,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1134,Joyce Joe & Troy December,Joyce Joe & Tro,JOYCEJOETRO,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1135,KAAP Contracting Ltd.,KAAP Contractin,KAAPCONTRACTIN,BC,KAAP CONTRACTING LTD.,BC-0667068,2003-04-02 0:00,Active,1.0000,04/02/03,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1136,Kemo Contracting Ltd.,Kemo Contractin,KEMOCONTRACTIN,BC,KEMO CONTRACTING LTD.,BC-0996205,2014-03-11 0:00,Active,1.0000,03/11/14,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1137,Kode Contracting Ltd,Kode Contractin,KODECONTRACTIN,BC,KODE CONTRACTING LTD.,BC-0693935,2004-04-30 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1138,Kyan Contracting Ltd.,Kyan Contractin,KYANCONTRACTIN,BC,KYAN CONTRACTING LTD.,BC-0940917,2012-05-17 0:00,Active,1.0000,05/17/12,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1139,Kyro Contracting Ltd.,Kyro Contractin,KYROCONTRACTIN,BC,KYRO CONTRACTING LIMITED,BC-0493412,1995-03-23 0:00,Active,0.8708,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1140,Lamb Logging Ltd.,Lamb Logging Lt,LAMBLOGGINGLT,BC,LAMB LOGGING LTD.,BC-1058041,2015-12-10 0:00,Active,1.0000,12/10/15,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1141,M.G. Logging & Sons Ltd.,M.G. Logging & ,MGLOGGING,BC,M.G. LOGGING & SONS LTD.,BC-0885916,2010-07-15 0:00,Active,1.0000,07/15/10,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1142,Mazu Logging Ltd.,Mazu Logging Lt,MAZULOGGINGLT,BC,MAZU LOGGING LTD.,BC-0378203,1989-12-12 0:00,Active,1.0000,12/12/89,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1143,Namu Contracting Ltd.,Namu Contractin,NAMUCONTRACTIN,BC,NAMU CONTRACTING LTD.,BC-0336007,1987-11-10 0:00,Active,1.0000,11/10/87,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1144,Noel McKinnon,Noel McKinnon,NOELMCKINNON,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1145,Path Timber Ltd.,Path Timber Ltd,PATHTIMBERLTD,BC,PATH TIMBER LTD.,BC-1001337,2014-05-05 0:00,Active,1.0000,05/05/14,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1146,Piva Contracting Ltd.,Piva Contractin,PIVACONTRACTIN,BC,PIVA CONTRACTING LTD.,BC-0215291,1980-08-28 0:00,Active,1.0000,08/28/80,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1147,R.S. Logging Ltd.,R.S. Logging Lt,RSLOGGINGLT,BC,R.S. LOGGING LTD.,BC-0986691,2013-11-27 0:00,Active,1.0000,11/27/13,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1148,Ryka Contracting Ltd.,Ryka Contractin,RYKACONTRACTIN,BC,RYKA CONTRACTING LTD.,BC-1026181,2015-01-29 0:00,Active,1.0000,01/29/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1149,Rytz Contracting Ltd.,Rytz Contractin,RYTZCONTRACTIN,BC,RYTZ CONTRACTING LTD.,BC-0265607,1983-06-21 0:00,Active,1.0000,06/21/83,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,12,,
1150,SAPP Logging Ltd.,SAPP Logging Lt,SAPPLOGGINGLT,BC,SAPP LOGGING LTD.,BC-0797273,2007-07-17 0:00,Active,1.0000,07/17/07,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1151,Spaz Logging Ltd.,Spaz Logging Lt,SPAZLOGGINGLT,BC,SPAZ LOGGING LTD.,BC-0841552,2008-12-15 0:00,Active,1.0000,12/15/08,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1152,Star Contracting Ltd.,Star Contractin,STARCONTRACTIN,BC,STAR LAKE CONTRACTING LTD.,BC-0752799,2006-03-24 0:00,Active,0.9385,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,12,,
1153,Thomas Bosovich,Thomas Bosovich,THOMASBOSOVICH,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1154,Tilt Contracting Ltd.,Tilt Contractin,TILTCONTRACTIN,BC,TILT CONTRACTING LTD.,BC-0562147,1998-03-31 0:00,Active,1.0000,03/31/98,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1155,Tyee Contracting Ltd.,Tyee Contractin,TYEECONTRACTIN,BC,TYEE CONTRACTING LTD.,BC-1140540,2017-11-07 0:00,Active,1.0000,11/07/17,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,12,,
1156,Upper Similkameen Indian Band,Upper Similkame,UPPERSIMILKAME,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
1157,Wild Timber Enterprises Ltd.,Wild Timber Ent,WILDTIMBERENT,BC,WILD TIMBER ENTERPRISES LTD.,BC-0775005,2006-11-20 0:00,Active,1.0000,11/20/06,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,12,,
1158,0964792 BC Ltd.,0964792 BC Ltd.,0964792BCLTD,BC,0964792 B.C. LTD.,BC-0964792,2013-03-12 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1159,546715 BC Ltd.,546715 BC Ltd.,546715BCLTD,BC,546715 B.C. LTD.,BC-0546715,1997-07-14 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1160,620241 British Columbia Ltd.,620241 British ,620241BRITISH,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1161,A I Contracting Ltd.,A I Contracting,AICONTRACTING,BC,A.I. CONTRACTING LTD.,BC-0481723,1994-10-04 0:00,Active,1.0000,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,10,,
1162,AAA Logging Ltd.,AAA Logging Ltd,AAALOGGINGLTD,BC,AAA LOGGING LTD.,BC-1162926,2018-05-04 0:00,Active,1.0000,05/04/18,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,10,,
1163,Aaron Herrick,Aaron Herrick,AARONHERRICK,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1164,AGG Logging Ltd.,AGG Logging Ltd,AGGLOGGINGLTD,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1165,AKC Contracting Ltd.,AKC Contracting,AKCCONTRACTING,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,10,,
1166,Amp Timber Rigging Ltd.,Amp Timber Rigg,AMPTIMBERRIGG,BC,AMP TIMBER RIGGING LTD.,BC-0607777,2000-05-26 0:00,Active,1.0000,05/26/00,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1167,BBK Contracting Ltd.,BBK Contracting,BBKCONTRACTING,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1168,BGL Contracting Ltd.,BGL Contracting,BGLCONTRACTING,BC,BGL CONTRACTING LTD.,BC-0739755,2005-11-07 0:00,Active,1.0000,11/07/05,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
1169,Boats n Bros Booming Ltd.,Boats n Bros Bo,BOATSNBROSBO,BC,BOATS N BROS BOOMING LTD.,BC-1075121,2016-05-10 0:00,Active,1.0000,05/10/16,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1170,BRH Contracting Ltd.,BRH Contracting,BRHCONTRACTING,BC,BRH CONTRACTING LTD.,BC-1154268,2018-02-26 0:00,Active,1.0000,02/26/18,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
1171,Coe Contracting Ltd.,Coe Contracting,COECONTRACTING,BC,COE CONTRACTING LTD.,BC-1235644,2019-12-31 0:00,Active,1.0000,12/31/19,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1172,Curtis Holmes & Gladys Holmes,Curtis Holmes &,CURTISHOLMES,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1173,D&R Contracting Ltd.,D&R Contracting,DRCONTRACTING,BC,D&R CONTRACTING,BC-FM0126873,1992-02-05 0:00,Active,0.9818,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1174,Daniel E Fillion,Daniel E Fillio,DANIELEFILLIO,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1175,Darren George Harshenin,Darren George H,DARRENGEORGEH,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1176,DLR Contracting Ltd.,DLR Contracting,DLRCONTRACTING,BC,DLR CONTRACTING LTD.,BC-0950797,2012-09-21 0:00,Active,1.0000,09/21/12,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1177,Douglas Bruce Bateson,Douglas Bruce B,DOUGLASBRUCEB,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1178,Eko Logging Ltd.,Eko Logging Ltd,EKOLOGGINGLTD,BC,EKO LOGGING LTD.,BC-0507705,1995-11-02 0:00,Active,1.0000,11/02/95,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1179,FSJ Contracting Ltd.,FSJ Contracting,FSJCONTRACTING,BC,FSJ CONTRACTING LTD.,BC-1208123,2019-05-09 0:00,Active,1.0000,05/09/19,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1180,GDA Contracting Incorporated,GDA Contracting,GDACONTRACTING,BC,GDA CONTRACTING INCORPORATED,BC-0842166,2008-12-22 0:00,Active,1.0000,12/22/08,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1181,GNR Contracting Ltd.,GNR Contracting,GNRCONTRACTING,BC,GNR CONTRACTING LTD.,BC-1134334,2017-09-18 0:00,Inactive,1.0000,09/18/17,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
1182,GSB Logging Ltd.,GSB Logging Ltd,GSBLOGGINGLTD,BC,GSB LOGGING LTD.,BC-1027496,2015-02-13 0:00,Active,1.0000,02/13/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1183,GWK Logging Ltd.,GWK Logging Ltd,GWKLOGGINGLTD,BC,GWK LOGGING LTD.,BC-1092242,2016-10-06 0:00,Active,1.0000,10/06/16,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,10,,
1184,HLS Contracting Ltd.,HLS Contracting,HLSCONTRACTING,BC,HLS CONTRACTING LTD.,BC-0672263,2003-06-25 0:00,Active,1.0000,06/25/03,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1185,HSB Logging Ltd.,HSB Logging Ltd,HSBLOGGINGLTD,BC,HSB LOGGING LTD.,BC-0587588,1999-06-22 0:00,Active,1.0000,06/22/99,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
1186,JEB Contracting Ltd.,JEB Contracting,JEBCONTRACTING,BC,JEB CONTRACTING LTD.,BC-1074186,2016-05-03 0:00,Active,1.0000,05/03/16,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1187,JML Contracting Ltd.,JML Contracting,JMLCONTRACTING,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,10,,
1188,JNA Contracting Ltd.,JNA Contracting,JNACONTRACTING,BC,JNA CONTRACTING LTD.,BC-1007434,2014-07-08 0:00,Active,1.0000,07/08/14,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
1189,JoR Contracting Ltd.,JoR Contracting,JORCONTRACTING,BC,JOR CONTRACTING LTD.,BC-0396556,1990-11-19 0:00,Active,1.0000,11/19/90,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1190,Joseph Conrad Chamberlain,Joseph Conrad C,JOSEPHCONRADC,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
1191,JTE Log and Lumber Ltd,JTE Log and Lum,JTELOGANDLUM,BC,JTE LOG AND LUMBER LTD.,BC-0589951,1999-07-30 0:00,Active,1.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,10,,
1192,KAZ Contracting Ltd.,KAZ Contracting,KAZCONTRACTING,BC,KAZ CONTRACTING LTD.,BC-0761877,2006-06-27 0:00,Active,1.0000,06/27/06,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,10,,
1193,KLG Timber Ltd.,KLG Timber Ltd.,KLGTIMBERLTD,BC,KLG TIMBER LTD.,BC-1040192,2015-06-18 0:00,Active,1.0000,06/18/15,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,10,,
